Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit 
O901074,2024-08-30,2024-09-03,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,BUNDLE12,Bundle 12%,C01138,Family,Bronze,E0012,Customer Care,P0005,SKU-100004,Anker Accessories Pro,Electronics,Accessories,Anker,1,502,818,139,54,0,818,679,502,177
O901075,2024-04-11,2024-04-13,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,High,Card,NONE,No Promotion,C00814,Budget,None,E0068,Corporate,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,1,5,8,0,1,60,8,8,5,3
O901076,2024-10-05,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Low,Finance,LOYALTY5,Loyalty 5%,C00351,Student,None,E0026,Customer Care,P0092,SKU-100091,Apple Tablets Max,Electronics,Tablets,Apple,1,1837,2353,118,179,0,2353,2235,1837,398
O901077,2024-08-04,2024-08-06,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Low,Cash,CLEARANCE15,Clearance 15%,C00209,Family,Bronze,E0011,Customer Care,P0174,SKU-100173,Local Beverages Standard,Grocery,Beverages,Local,3,30,40,18,15,80,120,102,90,12
O901078,2024-12-07,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C00707,Budget,None,E0049,Customer Care,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,2,1162,2056,699,273,0,4112,3413,2324,1089
O901079,2024-01-23,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Wallet,NONE,No Promotion,C01186,Business,Bronze,E0042,Upgrades,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,4,131,182,22,106,0,728,706,524,182
O901080,2024-09-30,2024-10-01,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,Wallet,LOYALTY5,Loyalty 5%,C00926,Business,Gold,E0027,Customer Care,P0061,SKU-100060,Apple Phones Basic,Electronics,Phones,Apple,2,1538,2340,468,632,30,4680,4212,3076,1136
O901081,2024-10-28,2024-11-02,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,High,Wallet,WEEKEND10,Weekend 10%,C00029,Business,None,E0021,New Sales,P0020,SKU-100019,Russell Hobbs Kitchen Eco,Home,Kitchen,Russell Hobbs,1,980,1213,146,160,30,1213,1067,980,87
O901082,2024-12-17,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,Wallet,LOYALTY5,Loyalty 5%,C01173,Enterprise,Bronze,E0070,Customer Care,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,2,131,182,18,28,0,364,346,262,84
O901083,2024-06-12,2024-06-16,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Card,WEEKEND10,Weekend 10%,C00498,Student,Silver,E0015,Customer Care,P0139,SKU-100138,Local Kids Eco (S),Clothing,Kids,Local,1,20,33,5,4,0,33,28,20,8
O901084,2024-09-01,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Low,Finance,NONE,No Promotion,C01116,Family,Bronze,E0055,Corporate,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,3,167,231,21,101,0,693,672,501,171
O901085,2024-07-05,2024-07-12,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00830,Business,None,E0067,New Sales,P0061,SKU-100060,Apple Phones Basic,Electronics,Phones,Apple,2,1538,2340,562,329,0,4680,4118,3076,1042
O901086,2024-12-13,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,High,Card,CLEARANCE15,Clearance 15%,C00459,Family,Silver,E0045,Upgrades,P0047,SKU-100046,Bosch Cleaning Standard,Home,Cleaning,Bosch,4,774,1348,809,687,0,5392,4583,3096,1487
O901087,2024-11-29,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Low,Card,WEEKEND10,Weekend 10%,C00215,Family,Gold,E0034,Corporate,P0115,SKU-100114,Local Kids Premium (S),Clothing,Kids,Local,4,54,71,28,20,0,284,256,216,40
O901088,2024-10-12,2024-10-17,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,High,EFT,CLEARANCE15,Clearance 15%,C01163,Family,Silver,E0051,New Sales,P0084,SKU-100083,Acer Laptops Max,Electronics,Laptops,Acer,4,571,948,569,483,80,3792,3223,2284,939
O901089,2024-01-20,2024-01-27,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Low,Finance,NONE,No Promotion,C00592,Student,Bronze,E0070,Customer Care,P0139,SKU-100138,Local Kids Eco (S),Clothing,Kids,Local,4,20,33,7,10,45,132,125,80,45
O901090,2024-09-16,2024-09-19,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Partner,Normal,Card,BUNDLE12,Bundle 12%,C01111,Business,None,E0056,Corporate,P0170,SKU-100169,Anker Accessories Air,Electronics,Accessories,Anker,1,470,823,115,106,30,823,708,470,238
O901091,2024-10-06,2024-10-11,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,NONE,No Promotion,C01134,Business,None,E0009,New Sales,P0132,SKU-100131,Local Snacks Premium,Grocery,Snacks,Local,4,21,37,4,12,60,148,144,84,60
O901092,2024-12-02,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,NONE,No Promotion,C01115,Family,Silver,E0052,Corporate,P0061,SKU-100060,Apple Phones Basic,Electronics,Phones,Apple,1,1538,2340,117,333,0,2340,2223,1538,685
O901093,2024-03-17,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00131,Budget,None,E0060,New Sales,P0020,SKU-100019,Russell Hobbs Kitchen Eco,Home,Kitchen,Russell Hobbs,4,980,1213,825,322,0,4852,4027,3920,107
O901094,2024-01-20,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00316,Budget,None,E0017,New Sales,P0128,SKU-100127,Local Snacks Eco,Grocery,Snacks,Local,4,5,7,4,2,0,28,24,20,4
O901095,2024-12-05,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,High,EFT,CLEARANCE15,Clearance 15%,C00382,Family,None,E0031,Upgrades,P0103,SKU-100102,Asus Laptops Plus,Electronics,Laptops,Asus,4,1103,1452,1045,714,0,5808,4763,4412,351
O901096,2024-10-04,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00936,Business,Gold,E0005,Corporate,P0085,SKU-100084,Local Kids Standard (L),Clothing,Kids,Local,1,60,73,12,5,0,73,61,60,1
O901097,2024-11-09,2024-11-12,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00806,Budget,Bronze,E0059,New Sales,P0135,SKU-100134,Local Kids Value (S),Clothing,Kids,Local,3,91,149,45,60,30,447,402,273,129
O901098,2024-10-20,2024-10-21,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,High,Card,WEEKEND10,Weekend 10%,C00802,Business,None,E0029,New Sales,P0069,SKU-100068,Samsung Phones Basic,Electronics,Phones,Samsung,2,1931,2296,551,323,45,4592,4041,3862,179
O901099,2024-06-24,2024-06-28,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Low,Finance,WEEKEND10,Weekend 10%,C01092,Family,None,E0044,Customer Care,P0048,SKU-100047,Local Household Eco,Grocery,Household,Local,2,11,15,4,2,30,30,26,22,4
O901100,2024-04-24,2024-05-01,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00456,Budget,Bronze,E0044,Customer Care,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,4,4,80,28,24,16,8
O901101,2024-06-15,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,High,Card,BUNDLE12,Bundle 12%,C01003,Family,None,E0067,New Sales,P0166,SKU-100165,Local Men Standard (M),Clothing,Men,Local,1,66,101,14,13,0,101,87,66,21
O901102,2024-12-11,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Low,EFT,BUNDLE12,Bundle 12%,C00460,Family,Silver,E0001,Upgrades,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,2,95,128,31,18,0,256,225,190,35
O901103,2024-10-24,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00992,Enterprise,Bronze,E0022,Customer Care,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,1,833,1098,165,140,0,1098,933,833,100
O901104,2024-06-16,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Low,Card,NONE,No Promotion,C00808,Family,None,E0040,New Sales,P0054,SKU-100053,Dell Laptops Pro,Electronics,Laptops,Dell,1,601,736,0,59,0,736,736,601,135
O901105,2024-05-01,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Wallet,LOYALTY5,Loyalty 5%,C00440,Student,None,E0054,Corporate,P0159,SKU-100158,Samsung Phones Max,Electronics,Phones,Samsung,4,498,704,225,207,0,2816,2591,1992,599
O901106,2024-02-14,2024-02-15,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Low,EFT,LOYALTY5,Loyalty 5%,C00545,Business,Bronze,E0020,New Sales,P0005,SKU-100004,Anker Accessories Pro,Electronics,Accessories,Anker,1,502,818,65,113,45,818,753,502,251
O901107,2024-09-01,2024-09-02,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Card,WEEKEND10,Weekend 10%,C01073,Enterprise,Bronze,E0061,New Sales,P0179,SKU-100178,Google Phones Air,Electronics,Phones,Google,1,1497,2370,237,320,45,2370,2133,1497,636
O901108,2024-08-07,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,Card,NONE,No Promotion,C00714,Family,Silver,E0052,Corporate,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,2,1018,1343,54,211,0,2686,2632,2036,596
O901109,2024-03-11,2024-03-15,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,High,Card,CLEARANCE15,Clearance 15%,C00851,Student,None,E0058,Customer Care,P0130,SKU-100129,Local Beverages Value,Grocery,Beverages,Local,2,16,21,7,3,45,42,35,32,3
O901110,2024-11-10,2024-11-13,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Card,WEEKEND10,Weekend 10%,C00865,Family,Bronze,E0047,Corporate,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,2,854,1122,269,158,30,2244,1975,1708,267
O901111,2024-01-21,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Finance,WEEKEND10,Weekend 10%,C00877,Family,None,E0043,Customer Care,P0022,SKU-100021,Logitech Accessories Max,Electronics,Accessories,Logitech,1,423,506,61,67,0,506,445,423,22
O901112,2024-02-29,2024-03-07,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Partner,High,Card,CLEARANCE15,Clearance 15%,C00476,Budget,None,E0010,New Sales,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,4,854,1122,673,572,45,4488,3815,3416,399
O901113,2024-04-03,2024-04-09,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,EFT,CLEARANCE15,Clearance 15%,C00985,Business,Silver,E0005,Corporate,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,1,10,17,3,1,0,17,14,10,4
O901114,2024-09-12,2024-09-19,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Finance,LOYALTY5,Loyalty 5%,C00785,Family,Silver,E0050,Customer Care,P0158,SKU-100157,Local Household Value,Grocery,Household,Local,2,7,11,2,2,30,22,20,14,6
O901115,2024-12-26,2024-12-28,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Card,WEEKEND10,Weekend 10%,C00847,Student,Bronze,E0020,New Sales,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,1,9,12,1,1,45,12,11,9,2
O901116,2024-03-14,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,NONE,No Promotion,C00217,Budget,Bronze,E0018,Corporate,P0140,SKU-100139,Local Household Eco,Grocery,Household,Local,4,21,38,3,22,0,152,149,84,65
O901117,2024-04-14,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00017,Budget,Bronze,E0012,Customer Care,P0097,SKU-100096,Lenovo Laptops Air,Electronics,Laptops,Lenovo,3,1239,1655,745,633,0,4965,4220,3717,503
O901118,2024-04-02,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00966,Family,None,E0052,Corporate,P0043,SKU-100042,LG Appliances Premium,Home,Appliances,LG,1,144,199,16,15,0,199,183,144,39
O901119,2024-01-17,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00545,Business,Bronze,E0062,New Sales,P0144,SKU-100143,Belkin Accessories Basic,Electronics,Accessories,Belkin,1,824,1431,215,97,0,1431,1216,824,392
O901120,2024-04-03,2024-04-09,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01135,Budget,Bronze,E0031,Upgrades,P0098,SKU-100097,Logitech Accessories Max,Electronics,Accessories,Logitech,1,492,872,44,66,60,872,828,492,336
O901121,2024-01-15,2024-01-18,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Partner,High,EFT,WEEKEND10,Weekend 10%,C00908,Budget,Bronze,E0028,New Sales,P0051,SKU-100050,Local Men Eco (S),Clothing,Men,Local,1,80,99,15,13,30,99,84,80,4
O901122,2024-12-02,2024-12-09,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Partner,Normal,EFT,CLEARANCE15,Clearance 15%,C00844,Family,None,E0022,Customer Care,P0055,SKU-100054,Local Snacks Eco,Grocery,Snacks,Local,1,24,40,6,3,80,40,34,24,10
O901123,2024-10-22,2024-10-29,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,EFT,CLEARANCE15,Clearance 15%,C00342,Family,None,E0042,Upgrades,P0061,SKU-100060,Apple Phones Basic,Electronics,Phones,Apple,1,1538,2340,468,281,80,2340,1872,1538,334
O901124,2024-09-09,2024-09-11,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00251,Business,Silver,E0063,Customer Care,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,4,24,36,10,11,30,144,134,96,38
O901125,2024-09-12,2024-09-17,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,High,Card,LOYALTY5,Loyalty 5%,C00682,Enterprise,None,E0034,Corporate,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,1,1162,2056,206,278,0,2056,1850,1162,688
O901126,2024-06-18,2024-06-20,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Low,Card,BUNDLE12,Bundle 12%,C00006,Business,None,E0024,Customer Care,P0113,SKU-100112,Lenovo Laptops Pro,Electronics,Laptops,Lenovo,2,607,872,262,119,80,1744,1482,1214,268
O901127,2024-05-04,2024-05-06,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,High,Card,NONE,No Promotion,C00670,Family,Bronze,E0018,Corporate,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,1,496,597,0,90,30,597,597,496,101
O901128,2024-10-10,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Wallet,BUNDLE12,Bundle 12%,C01123,Business,None,E0025,New Sales,P0014,SKU-100013,Local Beverages Standard,Grocery,Beverages,Local,2,12,15,4,2,0,30,26,24,2
O901129,2024-07-09,2024-07-15,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,EFT,WEEKEND10,Weekend 10%,C00898,Student,Gold,E0045,Upgrades,P0146,SKU-100145,Local Household Value,Grocery,Household,Local,1,3,5,0,0,80,5,5,3,2
O901130,2024-07-17,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Finance,NONE,No Promotion,C00083,Business,None,E0026,Customer Care,P0016,SKU-100015,Local Kids Premium (M),Clothing,Kids,Local,3,28,45,7,10,0,135,128,84,44
O901131,2024-04-17,,Yes,2024-04-22,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Wallet,BUNDLE12,Bundle 12%,C00225,Enterprise,Bronze,E0059,New Sales,P0083,SKU-100082,Bosch Appliances Value,Home,Appliances,Bosch,4,731,1092,524,308,0,4368,3844,2924,920
O901132,2024-05-21,2024-05-27,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Low,Card,NONE,No Promotion,C00343,Business,None,E0045,Upgrades,P0148,SKU-100147,Apple Tablets Max,Electronics,Tablets,Apple,1,1749,2303,115,175,80,2303,2188,1749,439
O901133,2024-11-07,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00852,Business,Silver,E0061,New Sales,P0148,SKU-100147,Apple Tablets Max,Electronics,Tablets,Apple,1,1749,2303,299,301,0,2303,2004,1749,255
O901134,2024-08-23,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Wallet,LOYALTY5,Loyalty 5%,C00237,Family,Silver,E0027,Customer Care,P0039,SKU-100038,Acer Laptops Air,Electronics,Laptops,Acer,2,1226,2212,221,630,0,4424,4203,2452,1751
O901135,2024-04-02,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Low,Card,NONE,No Promotion,C00183,Budget,Silver,E0015,Customer Care,P0173,SKU-100172,Google Phones Pro,Electronics,Phones,Google,1,458,544,27,41,0,544,517,458,59
O901136,2024-11-14,2024-11-20,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Low,Finance,CLEARANCE15,Clearance 15%,C00703,Family,Bronze,E0068,Corporate,P0035,SKU-100034,Anker Accessories Max,Electronics,Accessories,Anker,1,925,1341,268,86,30,1341,1073,925,148
O901137,2024-12-06,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00427,Business,None,E0069,New Sales,P0087,SKU-100086,Local Women Value (S),Clothing,Women,Local,4,89,131,105,34,0,524,419,356,63
O901138,2024-11-16,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00206,Business,Gold,E0012,Customer Care,P0046,SKU-100045,Dell Laptops Max,Electronics,Laptops,Dell,2,620,745,179,105,0,1490,1311,1240,71
O901139,2024-10-29,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Card,CLEARANCE15,Clearance 15%,C00669,Enterprise,None,E0018,Corporate,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,1,50,74,13,5,0,74,61,50,11
O901140,2024-12-21,2024-12-26,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Card,NONE,No Promotion,C00003,Business,Gold,E0028,New Sales,P0168,SKU-100167,Russell Hobbs Kitchen Premium,Home,Kitchen,Russell Hobbs,4,905,1099,0,659,60,4396,4396,3620,776
O901141,2024-10-03,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00291,Family,Gold,E0036,Customer Care,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,1,1011,1634,114,122,0,1634,1520,1011,509
O901142,2024-01-14,2024-01-16,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,Normal,Wallet,LOYALTY5,Loyalty 5%,C00056,Budget,None,E0034,Corporate,P0055,SKU-100054,Local Snacks Eco,Grocery,Snacks,Local,1,24,40,2,6,60,40,38,24,14
O901143,2024-08-14,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Card,NONE,No Promotion,C00473,Family,Silver,E0064,New Sales,P0123,SKU-100122,Samsung Phones Pro,Electronics,Phones,Samsung,3,402,528,48,230,0,1584,1536,1206,330
O901144,2024-02-24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C00845,Family,Silver,E0030,Corporate,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,1,5,8,1,1,0,8,7,5,2
O901145,2024-01-31,2024-02-01,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,Online,Low,Wallet,CLEARANCE15,Clearance 15%,C00016,Family,None,E0029,New Sales,P0176,SKU-100175,Bosch Cleaning Premium,Home,Cleaning,Bosch,2,791,1366,492,336,0,2732,2240,1582,658
O901146,2024-07-08,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00925,Student,Gold,E0048,Customer Care,P0164,SKU-100163,Tefal Kitchen Standard,Home,Kitchen,Tefal,2,816,968,271,133,0,1936,1665,1632,33
O901147,2024-05-08,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00505,Family,Silver,E0033,Upgrades,P0045,SKU-100044,Dyson Cleaning Standard,Home,Cleaning,Dyson,2,642,1120,112,170,0,2240,2128,1284,844
O901148,2024-07-30,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00243,Family,Silver,E0066,Upgrades,P0016,SKU-100015,Local Kids Premium (M),Clothing,Kids,Local,2,28,45,9,6,0,90,81,56,25
O901149,2024-02-19,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Low,Cash,CLEARANCE15,Clearance 15%,C01002,Family,None,E0021,New Sales,P0024,SKU-100023,Samsung Appliances Eco,Home,Appliances,Samsung,4,291,410,295,108,0,1640,1345,1164,181
O901150,2024-01-22,2024-01-26,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Low,Card,WEEKEND10,Weekend 10%,C00222,Business,Silver,E0044,Customer Care,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,6,4,60,59,53,44,9
O901151,2024-05-21,2024-05-25,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,High,Card,LOYALTY5,Loyalty 5%,C00164,Family,None,E0007,Upgrades,P0086,SKU-100085,Apple Tablets Air,Electronics,Tablets,Apple,1,1197,1644,82,234,45,1644,1562,1197,365
O901152,2024-06-30,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00036,Family,None,E0056,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,2,938,1598,256,441,0,3196,2940,1876,1064
O901153,2024-04-12,2024-04-17,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,High,Card,LOYALTY5,Loyalty 5%,C00419,Budget,None,E0016,Upgrades,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,4,4,60,59,55,44,11
O901154,2024-03-11,,Yes,2024-03-20,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00305,Business,Silver,E0011,Customer Care,P0112,SKU-100111,Logitech Accessories Max,Electronics,Accessories,Logitech,3,1222,1667,250,380,0,5001,4751,3666,1085
O901155,2024-02-04,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,NONE,No Promotion,C00872,Student,Bronze,E0013,Corporate,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,4,24,36,0,12,0,144,144,96,48
O901156,2024-05-14,2024-05-19,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,Cash,BUNDLE12,Bundle 12%,C00958,Business,Bronze,E0016,Upgrades,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,2,50,74,18,10,30,148,130,100,30
O901157,2024-06-11,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00553,Budget,None,E0001,Upgrades,P0180,SKU-100179,Anker Accessories Pro,Electronics,Accessories,Anker,4,1255,2147,859,618,0,8588,7729,5020,2709
O901158,2024-07-21,2024-07-28,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00078,Enterprise,Bronze,E0039,Customer Care,P0129,SKU-100128,Belkin Accessories Air,Electronics,Accessories,Belkin,2,1558,2119,212,322,80,4238,4026,3116,910
O901159,2024-05-29,2024-05-30,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,NONE,No Promotion,C00900,Enterprise,None,E0016,Upgrades,P0119,SKU-100118,Local Kids Eco (L),Clothing,Kids,Local,2,79,126,0,38,60,252,252,158,94
O901160,2024-06-14,2024-06-18,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00994,Business,None,E0062,New Sales,P0013,SKU-100012,Local Kids Eco (S),Clothing,Kids,Local,1,54,68,12,4,30,68,56,54,2
O901161,2024-05-15,2024-05-17,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,WEEKEND10,Weekend 10%,C00234,Budget,None,E0058,Customer Care,P0146,SKU-100145,Local Household Value,Grocery,Household,Local,4,3,5,2,1,60,20,18,12,6
